pubDate,title,description
2025-12-14 08:00:00,"평균 나이 50세, 제2의 전성기 맞은 '국민과자'들의 장수 비결은?",농심은 이 장수 브랜드를 올해 K-오컬트 신드롬을 불러온 넷플릭스 애니메이션 &lt;케이팝 데몬 헌터스&gt;와... 투 K-스위트 홀리데이' 페스티벌을 개최했다. 포토존과 K-팝 공연 등 다양한 프로그램을 마련해 한국의... 
2025-12-14 06:00:00,'국가 정상화' 새 정부 출범…코스피 4000 시대 [뉴스1 선정 국내 10대뉴...,문화 분야에서는 지난해 한강 작가의 노벨상 수상에 이어 올해는 '케이팝 데몬 헌터스'를 비롯한 K-컬처가 글로벌 열풍을 이어갔다. 닻 올린 '이재명 정부'…국정안정·미래도약 토대 다지기 윤석열 전 대통령 파면으로... 
2025-12-13 17:19:00,“나도 유튜브나 해볼까” 했다가 조회수 10 폭망…핵심 키워드 알아야...,"최고 인기곡 순위에서는 로제의 ‘APT.’가 2위를 차지했으며, ‘케이팝 데몬 헌터스’ 사운드 트랙 5곡이 포함되는 눈에 띄는 성과를 기록했다. 유럽 주요 국가와 중남미 지역에서도 K-팝 아티스트와 한국 콘텐츠가... "
2025-12-13 11:34:00,"K-애니의 부재, '주토피아2' '케데헌'이 탄생하지 못하는 이유",넷플릭스 영화 '케이팝 데몬 헌터스(이하 '케데헌')'는 역대 넷플릭스 영화 중 누적 시청 수 1위를 기록하며 신드롬급 반응을 얻었다. 작품 속 K-컬처가 폭발적인 관심을 이끌었고 OST 역시 빌보드 차트에 오르는 기염을... 
2025-12-13 11:06:00,"&quot;K-팝 저력 입증&quot;, '케데헌' OST, 英 싱글 차트 3곡 동시 진입",넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스(케데헌)' 오리지널사운드트랙(OST)이 영국 오피셜 싱글 차트 '톱 100'에서 장기간 인기를 이어가고 있다. 12일(현지시간) 발표된 오피셜 차트에 따르면 작품... 
2025-12-13 07:33:00,"케데헌 OST 3곡, 英 싱글차트 차트인 유지…'골든' 22위",넷플릭스 K-팝 애니메이션 영화 '케이팝 데몬 헌터스(K-Pop Demon Hunters·케데헌)' OST 수록곡들이 캐럴 역주행 속에서도 영국 오피셜 싱글차트에 장기간 흥행을 이어가고 있다. 12일(이하 현지시간) 오피셜... 
2025-12-13 00:38:00,황대호 위원장 &quot;경기도 K컬처산업 육성에 새 이정표 될 것으로 기대&quot;,"실제로 넷플릭스 '케이팝 데몬 헌터스'에서 등장한 관련 분야의 수익이 급증하고 있다. 다수 언론보도에 따르면 2025년 8월을 기준으로 직전 두 달과 비교하면, 세신상품은 11%, K-팝 댄스클래스는 40%, K-팝 아이돌 스타일링... "
2025-12-12 20:26:00,빌보드 석권 ‘케데헌’ 한국 노래방 순위는?,‘케이팝 데몬 헌터스’(케데헌) 오리지널사운드트랙(OST)이 국내 노래방 순위에서는 9위에 올랐다.... 골든은 미국의 빌보드 핫100 차트에서 한국 여성 보컬이 부른 K-팝으로는 최초로 1위에 오르는 등 전 세계에 큰... 
2025-12-12 19:10:00,"TIOT·키라스, 관광객과 만난 깜짝 플래시몹···인사동 쌈지길에 펼쳐...",퍼포먼스는 글로벌 팬들에게 친숙한 케이팝데몬헌터스(K-Pop Demon Hunters)의 ‘소다팝(SODA POP)’ 등을 포함한 곡들로 구성됐다. 플래시몹이 시작되자 인사동을 거닐던 외국인 관광객들은 발걸음을 멈추고 무대를... 
2025-12-12 18:54:00,"전통·현대 어우러진 K아트의 향연, 美 심장을 수놓다 [조상인의 미담]",최근 전 세계에 ‘K컬처 열풍’을 일으킨 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’의 인기가 이번 전시에도 이어졌다. 불교 의식에 쓰이는 북 받침대인 ‘법고대’의 사자를 가리켜 현지 관람객들이 “더피를... 
2025-12-12 15:32:00,"[엔터, 지금?] 정작 한국엔 없는 K팝 축제? 시상식이 해외로 향하는 속사...",‘케이팝 데몬 헌터스’ 헌트랙스 재현한 베이비몬스터/사진=CJ ENM 성신여대 문화산업예술대학원 문화산업예술학과 김정섭 교수는 헤럴드POP에 “K컬처와 K팝의 영향력이 세계적으로 커지면서 해외도시와 주최... 
2025-12-12 14:56:00,'케데헌'서 발견한 K정신문화 &quot;세계가 영감 얻는 문화관광 대국 중심 돼...,영어로는 &quot;케이 컬처 이즈 나우(K-Culture is NOW)&quot;죠. 'K컬처가 현재다'라는 뜻입니다. (우리에서) 가장 중요한... 이번에 '케이팝 데몬 헌터스'를 보면 거기에 나오는 가사들이 &quot;나를 발견하니까 완전히 새로운 자유를 얻었다... 
2025-12-12 13:21:00,[센터엔터] '주사이모 친분설' 온유 &quot;피부관리 받았을 뿐&quot; 外,애니메이션 '케이팝 데몬 헌터스'의 '골든'이 9위를 차지하며 노래방에서도 인기를 이어갔습니다. ▶ 뷔 '크리스마스 트리' 21세기 최고 캐럴 24위 방탄소년단 뷔의 '크리스마스 트리'가 빌보드가 선정한 '21세기 최고의... 
2025-12-12 13:04:00,"&quot;엔믹스부터 제니·지드래곤까지&quot;…英 NME 결산, K팝 3색진화 조명","NME는 엔믹스의 '믹스 팝(MiXX Pop)' 실험을 높이 평가하며 &quot;감정적 채찍질이 폭발적인 팝 스펙터클로... 넷플릭스 '케이팝 데몬 헌터스' 프로젝트 그룹인 HUNTR/X의 'Golden'이 2위를 차지했으며, 이프아이... "
2025-12-12 12:24:00,독일에서 주목받는 K-소비재! Korea 팝업 페스티벌 개최기,&lt;2024년 12월 기준 독일에서의 K-팝 인기 현황&gt; (단위: %) [자료: KSTAT Research/Statista] 이처럼 K-뷰티·K-푸드·K... 그중에서도 호작도 텀블러는 애니메이션 &lt;케이팝 데몬 헌터스(K-Pop Demon Hunters)&gt;의 영향으로 특히 큰 반응을... 
2025-12-12 10:46:00,"대구정책연구원 DPI 정책세미나 개최…&quot;K-컬처시대, 대구형 한류 브랜드...","특히 &quot;넷플릭스에서 지난 6월 상영되어 세계적으로 히트한 애니메이션 '케이팝 데몬 헌터스' 작품에는 K-팝, K-푸드, K-패션, K-뷰티가 잘 결합되고, 상영 후 k-게임 상품의 출품이 예정되는 등 '한류융합효과'가 핵심... "
2025-12-12 10:00:00,강호동 울린 '26년 남매'... '교실 투명인간' 이래서 버텼다,"김영철은 JTBC 예능프로그램 '아는 형님' 500회 특집 방송에서 넷플릭스 미국 애니메이션 'K팝 데몬 헌터스 주제곡으로 유명한 '골든'을 불렀다. &quot;아임 돈 하이딩, 나우 아임 샤이닝, 라이크 아임 본 투비~&quot;(I'm done hidin' now I'm... "
2025-12-12 09:44:00,에버랜드에 ‘케데헌’ 매기 강 감독 떴다…테마존·불꽃쇼 즐기고 돌아...,[에버랜드 인스타그램] [헤럴드경제=김현일 기자] 올해 전 세계 K-컬처 열풍을 일으킨 넷플릭스 인기 애니메이션 ‘케이팝 데몬 헌터스’의 매기 강 감독이 에버랜드를 다녀간 것으로 전해졌다. 12일 업계에 따르면 매기 강... 
2025-12-12 09:24:00,"경기도의회 황대호 문화체육관광위원장, 경기도 전통융합콘텐츠산업 지...","이 조례안은 전통문화와 현대기술이 융합된 콘텐츠의 중요성을 강조하며, 경기도가 K-컬처의 중심지로... 실제로 넷플릭스 ‘케이팝 데몬 헌터스’의 성공으로 관련 분야의 수익이 급증하고 있다. 다수 언론 보도에... "
2025-12-12 07:00:00,로제·지민·케데헌…빌보드 연말 결산 빛냈다,이밖에 '골든'을 비롯한 애니메이션 '케이팝 데몬 헌터스'의 노래 일곱 곡이 차트에 포함됐습니다. 케데헌 OST는 빌보드 앨범 차트인 '빌보드 200' 결산에서 K팝 중 가장 높은 13위를 기록했습니다. 미국을 제외한 '글로벌... 
2025-12-12 06:08:00,[잡채기 칼럼] 케데헌과 정치판,"'케이팝 데몬 헌터스' 속 가상 그룹인 '헌트릭스'가 미국 시사주간지 '타임'의 표지를 장식한다는 소식이다. 보도에 따르면, 타임은 케데헌을 '올해의 브레이크스루(breakthrough) 작품'으로 선정, 12월 29일자 표지에 주역... "
2025-12-12 06:00:00,K-컬처와 미디어아트의 만남… ‘강남 미디어 윈터페스타’ 열린다,오는 19일부터 내년 1월 3일까지 삼성역 5·6번 출구 앞 G20 광장 및 K-POP 광장 일대에서 열리는 미디어 축제로... 특히 올해 ‘케이팝 데몬 헌터스’의 흥행으로 주목받는 전통 콘셉트와 K팝 중심인 강남의 지역 이미지를... 
2025-12-12 05:05:00,"‘케데헌’ 주역들, 세계 영향력 있는 여성 100인 선정","미국 경제 전문지 포브스가 선정하는 ‘세계에서 가장 영향력 있는 여성 100인’ 올해 명단에 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’의 주인공 걸그룹 헌트릭스와 매기 강 감독, 이부진 신라호텔 사장과... "
2025-12-12 03:04:00,"엔믹스 ‘스피닌 온 잇’, 英 NME ‘올해 최고의 K팝’에",best K-pop songs of 2025)’에서 최고의 노래로 선정됐다. NME는 10일(현지 시간) 25곡의 순위를 발표하며... NME는 올해 글로벌 신드롬을 일으킨 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’의 주제곡 ‘골든... 
2025-12-12 03:03:00,"‘케데헌’ 걸그룹, 포브스 ‘영향력 여성 100인’에",K팝 애니메이션 ‘케이팝 데몬 헌터스(케데헌)’의 주인공인 걸그룹 헌트릭스와 이를 연출한 매기 강 감독이 미국 경제 전문지 포브스가 선정한 ‘세계에서 가장 영향력 있는 여성 100인’에 이름을 올렸다. 10일(현지... 
2025-12-12 01:26:00,"황대호 위원장, 전국 최초 '케데헌' 육성 조례 발의… 전통융합콘텐츠 ...",최근 넷플릭스 시리즈 '케이팝 데몬 헌터스'가 인기를 얻으며 관련 산업 매출이 급증한 사례도 소개했다. 언론보도에 따르면 2025년 8월 기준 직전 두 달 대비 ▲세신상품 11% ▲K-팝 댄스클래스 40% ▲K-팝 아이돌 스타일링... 
2025-12-11 21:51:00,"‘케데헌’ 헌트릭스·매기 강 감독, 포브스 선정 ‘가장 영향력 있는 ...",영화 &lt;케이팝 데몬 헌터스&gt;(케데헌) 속 가상의 그룹 ‘헌트릭스’(사진)와 이 영화를 연출한 매기 강 감독이 미국 경제전문지 포브스가 선정하는 ‘세계에서 가장 영향력 있는 여성 100인’에 이름을 올렸다. 포브스는... 
2025-12-11 21:24:00,&quot;대구만의 차별화된 한류 브랜드 구축을&quot;,박 원장은 &quot;세계적으로 히트한 애니메이션 '케이팝 데몬 헌터스'는 K-팝·K-푸드·K-패션·K-뷰티가 잘 결합하고 K-게임 상품 출품이 예정되는 등 '한류융합효과'가 핵심 성공 요인 중의 하나&quot;라고 분석했다. 그러면서 대구의... 
2025-12-11 20:43:00,포브스 ‘여성파워 100인’에 케데헌…이부진·최수연 90·91위,미국 경제 전문지 포브스는 한국과 K-팝을 소재로 만든 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’(케데헌) 속 가상의 그룹 헌트릭스와 이 영화를 연출한 메기 강 감독을 ‘2025년 세계에서 가장 영향력 있는... 
2025-12-11 20:28:00,‘케데헌의 여성들’ 글로벌 파워우먼 100위,"케이팝 데몬 헌터스 ‘헌트릭스’ 포브스는 재산, 언론활동, 활동범위 등 지표를 평가해 10일(현지시간) 공개한 올해 순위에서 다카이치 총리를 3위로 꼽으며 “지난 10월 일본 최초의 여성 총리로 취임해 반도체 공급망... "
2025-12-11 20:17:00,"경기도의회 황대호 의원, 전국 최초 '케데헌' 육성 및 지원 조례 발의","실제로 넷플릭스 '케이팝 데몬 헌터스'에서 등장한 관련 분야의 수익이 급증하고 있다. 황 의원은 지난 8월 기준으로 직전 두 달과 비교하면, 세신상품은 11%, K-팝 댄스클래스는 40%, K-팝 아이돌 스타일링 체험은 무려 200... "
2025-12-11 19:54:00,"황대호 경기도의회 문체위원장, 전통융합콘텐츠산업 조례안 대표발의","황 의원은 실제 넷플릭스 ‘케이팝 데몬 헌터스’에서 등장한 관련 분야의 수익이 급증하고 있다고도 했다. 그는 다수의 언론보도에서 8월을 기준으로 직전 두 달과 비교하면, 세신상품은 11%, K-팝 댄스클래스는 40%, K-팝... "
2025-12-11 19:26:00,"대구, 한류도시 도약 모색…K-컬처 기반 '월드챌린저' 전략 제시",지역 내 K-팝·패션·뷰티·푸드·게임 5가지를 핵심 분야로 한 국가 간 경쟁 행사를 추진하는 방안이다. 박... '케데헌'(케이팝 데몬 헌터스) 속에서 벌어진 승부와 관객에게 전해진 감동을 현실로 구현하겠다는 생각에서... 
2025-12-11 19:04:00,"황대호 의원, 전국 최초 케데헌 육성 및 지원 조례 발의","넷플릭스 &lt;케이팝 데몬 헌터스&gt; 관련 분야 매출이 가파르게 증가한 점도 언급됐다. 언론 보도에 따르면 2025년 8월 기준 직전 두 달과 비교했을 때 세신상품은 11%, K-팝 댄스클래스 40%, 아이돌 스타일링 체험은 200% 증가했다.... "
2025-12-11 19:00:00,"'케데헌' 신드롬 이끈 매기 강 감독, 옥관문화훈장 수훈","이번에 수훈한 매기 강 감독은 한국적 정서와 문화 요소를 전면에 내세운 대형 상업 애니메이션 '케이팝 데몬 헌터스(K-Pop Demon Hunters,이하 케데헌)'를 연출하며, K-컬처와 K-팝, 그리고 관련 산업의 글로벌 확산에... "
2025-12-11 18:27:00,"황대호 위원장, 전국 최초 경기도 차원 ‘케이팝 데몬 헌터스’ 육성 나...","실제 넷플릭스 ‘케이팝 데몬 헌터스’에서 등장한 관련 분야의 수익이 급증하고 있다. 다수 언론 보도에 따르면 올해 8월 기준 직전 두 달과 비교하면 세신상품은 11%, K-팝 댄스클래스는 40%, K-팝 아이돌 스타일링 체험은... "
2025-12-11 18:26:00,[fn이사람] &quot;AI가 음악인 적? 외려 창작 영역 넓혀줄 것&quot;,이 교수는 영화 '케이팝 데몬 헌터스'를 K팝이 어떻게 글로벌 콘텐츠와 결합해 확장성을 가질 수 있는지 보여준 사례라고 평가했다. 그는 &quot;케이팝 데몬 헌터스 이후 국내 음악가들에게 해외 클라이언트들이 K팝 스타일... 
2025-12-11 18:17:00,포브스 '여성파워 100인'에 '케데헌' 헌트릭스,미국 경제 전문지 포브스가 선정하는 ‘세계에서 가장 영향력 있는 여성 100인’ 올해 명단에 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스(케데헌)’의 주인공 걸그룹 헌트릭스와 매기 강 감독 등 여성 주역들이... 
2025-12-11 17:27:00,"황대호 경기도의회 문체위원장, 전국 최초 케데헌 육성·지원 조례 발의","실제로 넷플릭스 '케이팝 데몬 헌터스'에서 등장한 관련 분야의 수익이 급증하고 있다. 다수 언론보도에 따르면 올해 8월 기준 직전 두 달과 비교하면, 세신(목욕) 신상품은 11%, K-팝 댄스클래스는 40%, K-팝 아이돌 스타일링... "
2025-12-11 17:24:00,"경기도 버전 '케데헌' 육성한다... 황대호 위원장 &quot;창작흐름, 제도적 육...","황 위워장에 따르면 실제로 넷플릭스 '케이팝 데몬 헌터스'에서 등장한 관련 분야의 수익이 급증하고 있다. 다수 언론보도에 따르면 2025년 8월을 기준으로 직전 두 달과 비교하면, 세신상품은 11%, K-팝 댄스클래스는 40%, K... "
2025-12-11 17:11:00,"황대호 경기도의원, 전국 최초 케데헌 육성 및 지원 조례 발의","실제로 넷플릭스 ‘케이팝 데몬 헌터스’에서 등장한 관련 분야의 수익이 급증하고 있다. 다수 언론 보도에 따르면 2025년 8월을 기준으로 직전 두 달과 비교해 보면, 세신 상품은 11%, K-팝 댄스 클래스는 40%, K-팝 아이돌... "
2025-12-11 16:47:00,"케데헌의 여성들, 포브스 선정 ‘영향력 있는 여성 100인’에",K팝 애니메이션 ‘케이팝 데몬 헌터스(케데헌)’의 주인공인 걸그룹 헌트릭스와 이를 연출한 매기 강 감독이 미국 경제전문지 포브스가 선정한 ‘세계에서 가장 영향력 있는 여성 100인’에 이름을 올렸다. 10일(현지... 
2025-12-11 16:38:00,포브스 세계여성파워 100인 '케데헌' &amp; 이부진·최수연 선정,"스카이데일리 맹세희기자 = 한국 여성 기업인 호텔신라 이부진 90위, 네이버 최수연 91위 ▲ 넷플릭스 영화 '케이팝 데몬 헌터스' 캡처. K팝 콘텐츠 애니메이션 영화 ‘케이팝 데몬 헌터스(케데헌)’가 미국 경제전문지... "
2025-12-11 16:13:00,"'케데헌' 헌트릭스, 빌보드 1등하더니 기쁜 소식 전했다…美타임지 표지...",미국 시사주간지 타임이 애니메이션 '케이팝 데몬 헌터스'(이하 케데헌)를 올해의 성과로 선정했다. 타임은 지난 9일(현지시간) '2025 올해의 돌파구(Breakthrough of the Year)'로 케데헌을 지목하며 12월 29일자 표지에 주역... 
2025-12-11 16:12:00,"대구정책연구원, “K-컬처 시대, 대구만의 메이저급 글로벌 브랜드 발굴...","그는 특히 K-팝·패션·뷰티·푸드·게임 등 복합 장르가 융합된 ‘케이팝 데몬 헌터스’를 성공 사례로 제시하며, 대구 역시 다양한 한류 요소를 결합한 ‘글로컬 문화혁신’이 필요하다고 강조했다. 박 원장이 제안한... "
2025-12-11 16:00:00,"더블랙레이블 테디, '2025 대한민국 콘텐츠 대상'서 빛났다!","뿐만 아니라 전 세계를 열광시킨 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'의 메인 OST를 다수 작곡, K팝을 넘어 K콘텐츠의 위상을 끌어올렸다. 이렇듯 새로운 음악과 콘텐츠 제작으로 K팝의 세계화에 앞장 선... "
2025-12-11 15:58:00,"테디, '2025 대한민국 콘텐츠 대상' 국무총리표창","뿐만 아니라 전 세계를 열광시킨 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'의 메인 OST를 다수 작곡, K팝을 넘어 K콘텐츠의 위상을 끌어올렸다. 이렇듯 새로운 음악과 콘텐츠 제작으로 K팝의 세계화에 앞장 선... "
2025-12-11 15:53:00,"엔믹스 ‘스피닌 온 잇’, 英 NME가 선정한 올해 최고의 K-pop 선정",best K-pop songs of 2025)’에서 최고의 노래로 선정됐다. NME는 10일(현지 시간) 25곡의 순위를 발표하며... NME는 올해 글로벌 신드롬을 일으킨 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’의 주제곡 ‘골든... 
2025-12-11 15:50:00,문체부 내년 콘텐츠 예산이 3443억원이나 늘어난 이유 [엔터코노미],2위는 K-팝 아티스트들의 글로벌 투어였다.실제로 K-팝과 한국 문화를 사실적으로 녹여냈다는 평가를 받는 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'는 지난 6월 공개된 이후 전 세계에서 가장 많이 본 넷플릭스... 
2025-12-11 15:38:00,"더블랙레이블 대표 프로듀서 테디, 국무총리표창 받았다",최근에는 글로벌 신드롬을 일으킨 넷플릭스 K-팝 애니메이션 영화 '케이팝 데몬 헌터스'(케데헌)의 메인 OST를 다수 작곡하며 새로운 영역으로 활동 범위를 확장했습니다. 특히 '골든'을 비롯한 OST 작품들이 큰... 
2025-12-11 15:36:00,"프로듀서 테디, 국무총리표창 받았다","뿐만 아니라 전 세계를 열광시킨 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'의 메인 OST를 다수 작곡, K팝을 넘어 K콘텐츠의 위상을 끌어올렸다. 이렇듯 새로운 음악과 콘텐츠 제작으로 K팝의 세계화에 앞장 선... "
2025-12-11 15:17:00,3685만뷰 찍은 임윤찬 콩쿠르…클래식계의 유튜브·SNS 활용법 [콩쿠르 ...,"김 대표는 넷플릭스 인기 애니메이션 ‘케이팝 데몬 헌터스’의 OST(배경 음악) 녹음, 하이브 산하 레이블인... 콩쿠르 생중계는 K-팝의 TV 오디션처럼 ‘될성부른 떡잎’을 내 손으로 발굴하는 과정이다. 김형준 대표는... "
2025-12-11 14:59:00,"'케데헌' 헌트릭스·메기 강, 美포브스 '영향력 있는 여성 100인' 선정…...",넷플릭스 애니메이션 '케이팝 데몬 헌터스'(케데헌)에 등장하는 걸그룹 헌트릭스가 미국 경제 전문지 포브스가 발표한 '세계에서 가장 영향력 있는 여성 100인' 명단에 포함됐다. 이 작품을 연출한 매기 강 감독 역시... 
2025-12-11 14:46:00,"더블랙레이블 테디, K팝 세계화 공로 인정…국무총리표창 수상",또한 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'의 메인 OST 작곡에 참여하는 등 K콘텐츠의 외연 확장에 기여한 점을 높이 평가받았다. 더블랙레이블 관계자는 &quot;K컬처를 향한 전 세계의 관심과 가치를 인정해... 
2025-12-11 14:36:00,"올데프→'케데헌'OST 까지...더블랙레이블 테디, 국무총리표창 수상","뿐만 아니라 전 세계를 열광시킨 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'의 메인 OST를 다수 작곡, K팝을 넘어 K콘텐츠의 위상을 끌어올렸다. 이렇듯 새로운 음악과 콘텐츠 제작으로 K팝의 세계화에 앞장 선... "
2025-12-11 14:28:00,"‘케데헌’, 포브스 ‘영향력 있는 여성 100인’ 올랐다…이부진 90위, ...",넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’(케데헌)의 여성들이 미국 경제전문지 포브스가 발표한 ‘2025년 세계에서 가장 영향력 있는 여성 100인’에 공동 선정됐다. 한국 인물로는 이부진 호텔신라 사장과... 
2025-12-11 14:24:00,"프로듀서 테디(TEDDY), 국무총리표창 수상",넷플릭스 K-팝 애니메이션 영화 ‘케이팝 데몬 헌터스’(케데헌) OST 작업에서도 빛을 발하며 ‘골든’을 비롯한 여러 곡이 글로벌 신드롬을 일으키기도 했어요. 특히 ‘골든’은 ‘제83회 골든글로브’ 주제가상 후보에... 
2025-12-11 14:16:00,"'문완구 최대 50% 할인', 이마트 25일까지 '크리스마스 선물페스타' 진행","인기 애니메이션 'K팝 데몬 헌터스' 피규어 5종과 '미미 인형 한복 시리즈' 2종, 한국적 문양을 담은 키링·책갈피·봉투와 자개스티커·전통촛대 DIY 만들기 상품, 숭례문·남산타워 오르골 2종 등 다양한 상품들을... "
2025-12-11 14:14:00,"이부진·최수연, 포브스 ‘세계 영향력 여성 100인’ 선정…日총리, 3위","● 日 다카이치 총리 3위… ‘K팝 데몬 헌터스’ 여성 주인공 100위 포브스는 올해 순위를 자금력, 미디어 노출, 영향력, 영향 범위 등 네 가지 지표와 더불어 비즈니스·기술·금융·미디어·정치·자선 등 여섯 개... "
2025-12-11 14:01:00,"엔터사 인수→아이돌 컬래버, 아동 콘텐츠가 ‘황금열쇠’[김원희의 업...",이번 프로젝트는 한 K-애니메이션과 K-팝 간 팬덤의 접점을 확대하는 계기가 될 것으로 기대된다. 이를 통해... 올 한해 열풍을 몰고 온 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’ 역시 어린이 시청자를 시작으로 극 중... 
2025-12-11 13:26:00,"'케데헌' 헌트릭스, 美 포브스 '영향력 있는 여성 100인' 선정",넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’(케데헌) 속 걸그룹 헌트릭스가 미국 경제 전문지 포브스가 선정한 ‘세계에서 가장 영향력 있는 여성 100인’ 명단에 이름을 올렸다. 특히 ‘케데헌’을 연출한 매기 강... 
2025-12-11 13:23:00,[센터엔터] 로제·지민·케데헌…빌보드 연말 결산 빛냈다 外,이밖에 '골든'을 비롯한 애니메이션 '케이팝 데몬 헌터스'의 노래 일곱 곡이 차트에 포함됐습니다. 케데헌 OST는 빌보드 앨범 차트인 '빌보드 200' 결산에서 K팝 중 가장 높은 13위를 기록했습니다. 미국을 제외한 '글로벌 200... 
2025-12-11 13:16:00,[온탕냉탕] 박찬욱 ‘어쩔수가없다’ 골든글로브 후보→박나래 주사이...,"해당 차트 1위를 찍지는 못했으나 최고 순위 3위, K-팝 최장 진입(45주) 등의 기록을 쓰며 높은 순위에 올랐다.... 케이팝 데몬 헌터스의 매기 강 감독이 수상의 영예를 안았다. 개그우먼 박나래. 앤파크 제공 ▼박나래, 주사... "
